1.3	2.82611
1.2	1.54937
1.1	0.255
1	-0.773
0.9	-1.70625
0.8	-2.525
0.7	-3.17
0.6	-3.465
0.5	-3.75
0.4	-4.005
0.3	-4.18
0.2	-4.2
0.1	-4.1925
0	-4.19
-0.1	-4.1925
-0.2	-4.205
-0.3	-4.205
-0.4	-4.2175
-0.5	-4.30375
-0.6	-4.445
-0.7	-4.625
-0.8	-4.78625
-0.9	-4.92
-1	-4.977
-1.1	-5
-1.2	-5.05
-1.3	-5.143
-1.4	-5.26125
-1.5	-5.392
-1.6	-5.509
-1.5	-5.10611
-1.4	-4.81
-1.3	-4.51
-1.2	-4.30375
-1.1	-4.16071
-1	-4.057
-0.9	-4
-0.8	-3.99833
-0.7	-3.99
-0.6	-3.98
-0.5	-3.976
-0.4	-3.98
-0.3	-3.922
-0.2	-3.813
-0.1	-3.68625
0	-3.557
0.1	-3.32833
0.2	-2.855
0.3	-2.1775
0.4	-1.62
0.5	-1.155
0.6	-0.765
0.7	-0.30625
0.8	0.135
0.9	0.65
1	1.2025
1.1	1.9
1.2	2.679
1.3	3.4625
1.4	4.285
1.5	5.095
1.6	6.306
1.5	5.19375
1.4	3.9125
1.3	2.57889
1.2	1.315
1.1	0.16929
1	-0.84917
0.9	-1.78
0.8	-2.59833
0.7	-3.215
0.6	-3.50125
0.5	-3.75
0.4	-4.016
0.3	-4.175
0.2	-4.195
0.1	-4.18625
0	-4.18625
-0.1	-4.19
-0.2	-4.2
-0.3	-4.2
-0.4	-4.22
-0.5	-4.3125
-0.6	-4.466
-0.7	-4.64375
-0.8	-4.811
-0.9	-4.925
-1	-4.964
-1.1	-4.98625
-1.2	-5.05
-1.3	-5.15875
-1.4	-5.27
-1.5	-5.4125
-1.6	-5.544
-1.5	-5.155
-1.4	-4.815
-1.3	-4.515
-1.2	-4.315
-1.1	-4.16786
-1	-4.07
-0.9	-4.00833
-0.8	-4.01
-0.7	-4.005
-0.6	-3.99125
-0.5	-3.989
-0.4	-3.985
-0.3	-3.94
-0.2	-3.8375
-0.1	-3.71
0	-3.605
0.1	-3.4
0.2	-2.9775
0.3	-2.325
0.4	-1.76375
0.5	-1.30875
0.6	-0.93
0.7	-0.475
0.8	-0.038
0.9	0.46125
1	1.025
1.1	1.62
1.2	2.4225
1.3	3.28
1.4	4.0175
1.5	4.8225
1.6	5.99333
1.5	4.88143
1.4	3.62
1.3	2.35444
1.2	1.1675
1.1	0.04571
1	-0.997
0.9	-1.90333
0.8	-2.70167
0.7	-3.27167
0.6	-3.525
0.5	-3.797
0.4	-4.0425
0.3	-4.175
0.2	-4.186
0.1	-4.179
0	-4.1775
-0.1	-4.185
-0.2	-4.19
-0.3	-4.19
-0.4	-4.22
-0.5	-4.333
-0.6	-4.515
-0.7	-4.685
-0.8	-4.85
-0.9	-4.936
-1	-4.9675
-1.1	-4.99625
-1.2	-5.07
-1.3	-5.18
-1.4	-5.3075
-1.5	-5.44875
-1.6	-5.58
-1.5	-5.20143
-1.4	-4.835
-1.3	-4.53375
-1.2	-4.30125
-1.1	-4.16286
-1	-4.064
-0.9	-4.01167
-0.8	-4.005
-0.7	-4.00333
-0.6	-3.995
-0.5	-3.9925
-0.4	-3.99
-0.3	-3.956
-0.2	-3.86
-0.1	-3.73875
0	-3.634
0.1	-3.4775
0.2	-3.245
0.3	-2.9775
0.4	-2.70875
0.5	-2.409
0.6	-2.1015
0.7	-1.75304
0.8	-1.39435
0.9	-1.01404
1	-0.61212
1.1	-0.21019
1.2	0.28833
1.3	0.79759
1.4	1.3187
1.5	1.88722
1.6	2.45574
1.7	3.05852
1.8	3.69556
1.9	4.33259
2	4.99231
2.1	5.65769
2.2	6.3064
2.3	6.8884
2.4	7.4704
2.4	8.255
2.3	7.5421
2.2	6.82919
2.1	6.11629
2	5.35125
1.9	4.58042
1.8	3.80958
1.7	3.06039
1.6	2.36171
1.5	1.66303
1.4	0.96434
1.3	0.32462
1.2	-0.25615
1.1	-0.83692
1	-1.41769
0.9	-1.88757
0.8	-2.28351
0.7	-2.67946
0.6	-3.07541
0.5	-3.32971
0.4	-3.56829
0.3	-3.80686
0.2	-4.00875
0.1	-4.15563
0	-4.3025
-0.1	-4.43517
-0.2	-4.51103
-0.3	-4.5869
-0.4	-4.6682
-0.5	-4.7622
-0.6	-4.8562
-0.7	-4.97682
-0.8	-5.10409
-0.9	-5.2255
-1	-5.343
-1.1	-5.45706
-1.2	-5.56882
-1.3	-5.691
-1.4	-5.80929
-1.5	-5.92
-1.6	-6.02
-1.7	-6.10714
-1.8	-6.184
-1.9	-6.254
-2	-6.32167
-2.1	-6.385
-2.2	-6.435
-2.3	-6.485
-2.4	-6.535
-2.4	-6.46059
-2.3	-6.27824
-2.2	-6.08833
-2.1	-5.89759
-2	-5.71167
-1.9	-5.545
-1.8	-5.37833
-1.7	-5.21167
-1.6	-5.0675
-1.5	-4.92583
-1.4	-4.78417
-1.3	-4.64868
-1.2	-4.52763
-1.1	-4.40658
-1	-4.28553
-0.9	-4.18286
-0.8	-4.09857
-0.7	-4.01429
-0.6	-3.93
-0.5	-3.86333
-0.4	-3.79667
-0.3	-3.73
-0.2	-3.66333
-0.1	-3.59667
0	-3.53
0	-3.42077
0.1	-3.24385
0.2	-3.06692
0.3	-2.89
0.4	-2.62182
0.5	-2.35364
0.6	-2.03053
0.7	-1.69368
0.8	-1.35294
0.9	-1.00333
1	-0.62
1.1	-0.25067
1.2	0.115
1.3	0.49
1.4	0.893
1.5	1.30188
1.6	1.70813
1.7	2.16906
1.8	3.745
1.7	3.3275
1.6	2.88167
1.5	2.41833
1.4	1.885
1.3	1.35167
1.2	0.82227
1.1	0.30864
1	-0.205
0.9	-0.71864
0.8	-1.16471
0.7	-1.60329
0.6	-2.04186
0.5	-2.42329
0.4	-2.719
0.3	-3.01471
0.2	-3.31043
0.1	-3.50773
0	-3.69409
-0.1	-3.88045
-0.2	-4.03
-0.3	-4.155
-0.4	-4.28
-0.5	-4.383
-0.6	-4.453
-0.7	-4.523
-0.8	-4.59833
-0.9	-4.68167
-1	-4.765
-1.1	-4.87458
-1.2	-4.99542
-1.3	-5.11786
-1.4	-5.24405
-1.5	-5.37079
-1.6	-5.49974
-1.7	-5.63147
-1.8	-5.70172
-1.7	-5.55517
-1.6	-5.40862
-1.5	-5.26833
-1.4	-5.13222
-1.3	-4.99611
-1.2	-4.86
-1.1	-4.73632
-1	-4.61263
-0.9	-4.48895
-0.8	-4.37237
-0.7	-4.28421
-0.6	-4.19605
-0.5	-4.10789
-0.4	-4.02778
-0.3	-3.95972
-0.2	-3.89167
-0.1	-3.82361
0	-3.884
0.1	-3.719
0.2	-3.554
0.3	-3.389
0.4	-3.224
0.5	-3.059
0.6	-2.85704
0.7	-2.59963
0.8	-2.34222
0.9	-2.02609
1	-1.68478
1.1	-1.30762
1.2	-0.87667
1.3	-0.41833
1.4	0.10389
1.5	0.64469
1.6	1.20406
1.7	1.836
1.8	4.015
1.7	3.485
1.6	2.955
1.5	2.42306
1.4	1.88919
1.3	1.35532
1.2	0.81088
1.1	0.25059
1	-0.30971
0.9	-0.87
0.8	-1.29639
0.7	-1.72278
0.6	-2.14917
0.5	-2.51794
0.4	-2.80029
0.3	-3.08265
0.2	-3.365
0.1	-3.55618
0	-3.74735
-0.1	-3.93853
-0.2	-4.08274
-0.3	-4.19565
-0.4	-4.30855
-0.5	-4.40293
-0.6	-4.47879
-0.7	-4.55466
-0.8	-4.63944
-0.9	-4.73019
-1	-4.82093
-1.1	-4.93761
-1.2	-5.05717
-1.3	-5.17929
-1.4	-5.3031
-1.5	-5.42816
-1.6	-5.55447
-1.7	-5.68375
-1.8	-5.79204
-1.7	-5.62352
-1.6	-5.455
-1.5	-5.31088
-1.4	-5.16676
-1.3	-5.02265
-1.2	-4.89122
-1.1	-4.76824
-1	-4.64527
-0.9	-4.5223
-0.8	-4.41645
-0.7	-4.3125
-0.6	-4.20855
-0.5	-4.10892
-0.4	-4.04811
-0.3	-3.9873
-0.2	-3.92649
-0.1	-3.86568
0	-3.89855
0.1	-3.75177
0.2	-3.605
0.3	-3.45823
0.4	-3.31145
0.5	-3.16468
0.6	-2.95333
0.7	-2.73481
0.8	-2.49542
0.9	-2.1725
1	-1.84958
1.1	-1.44024
1.2	-1.00929
1.3	-0.54842
1.4	-0.07474
1.5	0.505
1.6	1.10438
1.7	1.67625
1.8	3.92583
1.7	3.45292
1.6	2.98
1.5	2.415
1.4	1.85
1.3	1.285
1.2	0.75853
1.1	0.23206
1	-0.29441
0.9	-0.7775
0.8	-1.23167
0.7	-1.68583
0.6	-2.14
0.5	-2.45571
0.4	-2.77143
0.3	-3.08714
0.2	-3.34132
0.1	-3.53397
0	-3.72662
-0.1	-3.91355
-0.2	-4.04903
-0.3	-4.18452
-0.4	-4.32
-0.5	-4.39667
-0.6	-4.47333
-0.7	-4.55
-0.8	-4.63519
-0.9	-4.72037
-1	-4.81688
-1.1	-4.93979
-1.2	-5.06271
-1.3	-5.18214
-1.4	-5.30119
-1.5	-5.42605
-1.6	-5.55237
-1.7	-5.68676
-1.8	-5.82442
-1.7	-5.66481
-1.6	-5.51076
-1.5	-5.36227
-1.4	-5.21379
-1.3	-5.06797
-1.2	-4.93284
-1.1	-4.7977
-1	-4.66257
-0.9	-4.54303
-0.8	-4.43908
-0.7	-4.33513
-0.6	-4.23118
-0.5	-4.14986
-0.4	-4.07824
-0.3	-4.00662
-0.2	-3.935
-0.1	-3.86338
0	-3.87387
0.1	-3.75129
0.2	-3.62871
0.3	-3.50613
0.4	-3.38355
0.5	-3.22714
0.6	-3.02
0.7	-2.81286
0.8	-2.5644
0.9	-2.2884
1	-1.9981
1.1	-1.57905
1.2	-1.16
1.3	-0.65474
1.4	-0.14618
1.5	0.39206
1.6	0.975
1.7	1.625
1.8	3.84826
1.7	3.37435
1.6	2.888
1.5	2.383
1.4	1.878
1.3	1.34712
1.2	0.77742
1.1	0.20773
1	-0.353
0.9	-0.833
0.8	-1.313
0.7	-1.793
0.6	-2.17357
0.5	-2.48786
0.4	-2.80214
0.3	-3.10691
0.2	-3.32603
0.1	-3.54515
0	-3.76426
-0.1	-3.92406
-0.2	-4.05844
-0.3	-4.19281
-0.4	-4.30083
-0.5	-4.3825
-0.6	-4.46417
-0.7	-4.54607
-0.8	-4.62821
-0.9	-4.71036
-1	-4.81375
-1.1	-4.92625
-1.2	-5.04318
-1.3	-5.17045
-1.4	-5.29737
-1.5	-5.42105
-1.6	-5.54588
-1.7	-5.67529
-1.8	-5.84625
-1.7	-5.665
-1.6	-5.51803
-1.5	-5.37106
-1.4	-5.22409
-1.3	-5.08764
-1.2	-4.95569
-1.1	-4.82375
-1	-4.69316
-0.9	-4.57474
-0.8	-4.45632
-0.7	-4.33789
-0.6	-4.2323
-0.5	-4.15662
-0.4	-4.08095
-0.3	-4.00527
-0.2	-3.92959
-0.1	-3.85392
0	-3.86984
0.1	-3.75891
0.2	-3.64797
0.3	-3.53703
0.4	-3.42609
0.5	-3.25983
0.6	-3.08741
0.7	-2.915
0.8	-2.639
0.9	-2.363
1	-2.02262
1.1	-1.61786
1.2	-1.18553
1.3	-0.71184
1.4	-0.20278
1.5	0.34167
1.6	0.93433
1.7	1.55767
1.8	3.80136
1.7	3.38773
1.6	2.86929
1.5	2.32464
1.4	1.78
1.3	1.25424
1.2	0.72848
1.1	0.20273
1	-0.305
0.9	-0.805
0.8	-1.305
0.7	-1.77671
0.6	-2.13529
0.5	-2.49386
0.4	-2.85243
0.3	-3.109
0.2	-3.32186
0.1	-3.53471
0	-3.73625
-0.1	-3.8925
-0.2	-4.04875
-0.3	-4.205
-0.4	-4.29048
-0.5	-4.37597
-0.6	-4.46145
-0.7	-4.54
-0.8	-4.61778
-0.9	-4.7024
-1	-4.8144
-1.1	-4.9264
-1.2	-5.0475
-1.3	-5.1725
-1.4	-5.29375
-1.5	-5.41125
-1.6	-5.54059
-1.7	-5.68176
-1.8	-5.87543
-1.7	-5.71242
-1.6	-5.55597
-1.5	-5.39952
-1.4	-5.2475
-1.3	-5.10583
-1.2	-4.96417
-1.1	-4.8225
-1	-4.69895
-0.9	-4.58316
-0.8	-4.46737
-0.7	-4.35158
-0.6	-4.25851
-0.5	-4.16797
-0.4	-4.07743
-0.3	-3.98689
-0.2	-3.89635
-0.1	-3.80581
0	-3.84687
0.1	-3.75469
0.2	-3.6625
0.3	-3.57031
0.4	-3.44879
0.5	-3.28328
0.6	-3.11776
0.7	-2.91673
0.8	-2.68019
0.9	-2.44365
1	-2.08659
1.1	-1.71614
1.2	-1.27075
1.3	-0.79325
1.4	-0.27324
1.5	0.265
1.6	0.8775
1.7	1.50767
1.8	3.753
1.7	3.315
1.6	2.815
1.5	2.315
1.4	1.79152
1.3	1.24455
1.2	0.69758
1.1	0.15529
1	-0.36824
0.9	-0.89176
0.8	-1.41529
0.7	-1.79667
0.6	-2.1425
0.5	-2.48833
0.4	-2.81559
0.3	-3.06853
0.2	-3.32147
0.1	-3.57441
0	-3.74742
-0.1	-3.90045
-0.2	-4.05348
-0.3	-4.17758
-0.4	-4.27274
-0.5	-4.3679
-0.6	-4.45571
-0.7	-4.5325
-0.8	-4.60929
-0.9	-4.7024
-1	-4.8064
-1.1	-4.91304
-1.2	-5.04348
-1.3	-5.17391
-1.4	-5.296
-1.5	-5.416
-1.6	-5.54
-1.7	-5.665
-1.8	-5.84786
-1.7	-5.6875
-1.6	-5.52917
-1.5	-5.37083
-1.4	-5.23625
-1.3	-5.10431
-1.2	-4.97236
-1.1	-4.84211
-1	-4.71579
-0.9	-4.58947
-0.8	-4.46316
-0.7	-4.35338
-0.6	-4.26014
-0.5	-4.16689
-0.4	-4.07365
-0.3	-4.01278
-0.2	-3.96
-0.1	-3.90722
0	-4.02857
0.1	-3.88571
0.2	-3.74286
0.3	-3.6
0.4	-3.45714
0.5	-3.31429
0.6	-3.1536
0.7	-2.9216
0.8	-2.6896
0.9	-2.38773
1	-2.05591
1.1	-1.67421
1.2	-1.24263
1.3	-0.74706
1.4	-0.20882
1.5	0.32875
1.6	0.891
1.7	1.511
1.8	2.139
1.9	2.763
2	3.373
2.1	3.995
2.2	4.61735
2.3	5.22912
2.4	5.81694
2.5	6.38083
2.6	6.96079
2.7	7.54763
2.8	8.071
2.9	8.5785
3	9.07238
3.1	9.56286
3.2	10.475
3.1	9.7875
3	9.03069
2.9	8.25655
2.8	7.48241
2.7	6.7075
2.6	5.9325
2.5	5.1575
2.4	4.35403
2.3	3.52208
2.2	2.69014
2.1	1.85819
2	1.15473
1.9	0.46554
1.8	-0.22365
1.7	-0.8675
1.6	-1.33
1.5	-1.7925
1.4	-2.255
1.3	-2.63147
1.2	-2.95059
1.1	-3.26971
1	-3.56403
0.9	-3.75919
0.8	-3.95435
0.7	-4.14
0.6	-4.24
0.5	-4.34
0.4	-4.431
0.3	-4.501
0.2	-4.571
0.1	-4.65591
0	-4.74455
-0.1	-4.852
-0.2	-4.972
-0.3	-5.09167
-0.4	-5.21111
-0.5	-5.3125
-0.6	-5.41267
-0.7	-5.526
-0.8	-5.6375
-0.9	-5.741
-1	-5.82767
-1.1	-5.91
-1.2	-5.98875
-1.3	-6.0575
-1.4	-6.12559
-1.5	-6.19324
-1.6	-6.2575
-1.7	-6.32079
-1.8	-6.37868
-1.9	-6.436
-2	-6.491
-2.1	-6.54548
-2.2	-6.59786
-2.3	-6.64977
-2.4	-6.6975
-2.5	-6.74523
-2.6	-6.79295
-2.7	-6.84068
-2.8	-6.88523
-2.9	-6.92841
-3	-6.97727
-3.1	-7.03182
-3.2	-7.02727
-3.1	-6.87839
-3	-6.70903
-2.9	-6.53968
-2.8	-6.37054
-2.7	-6.20162
-2.6	-6.0327
-2.5	-5.86378
-2.4	-5.69051
-2.3	-5.51615
-2.2	-5.34179
-2.1	-5.16744
-2	-5.01846
-1.9	-4.87231
-1.8	-4.72615
-1.7	-4.58
-1.6	-4.47342
-1.5	-4.36684
-1.4	-4.26026
-1.3	-4.16059
-1.2	-4.08853
-1.1	-4.01647
-1	-3.94441
-0.9	-3.886
-0.8	-3.831
-0.7	-3.776
-0.6	-3.69981
-0.5	-3.61833
-0.4	-3.53045
-0.3	-3.385
-0.2	-3.23955
-0.1	-3.09409
0	-2.89353
0.1	-2.65824
0.2	-2.418
0.3	-2.158
0.4	-1.9275
0.5	-1.71154
0.6	-1.5
0.7	-1.32143
0.8	-1.14714
0.9	-0.97375
1	-0.7925
1.1	-0.60353
1.2	-0.40941
1.3	-0.165
1.4	0.0885
1.5	0.3735
1.6	0.66119
1.7	0.9731
1.8	1.285
1.9	1.66455
2	2.04409
2.1	2.47818
2.2	2.92591
2.3	3.38929
2.4	3.8631
2.4	5.28115
2.3	4.76192
2.2	4.24269
2.1	3.68045
2	3.08955
1.9	2.49864
1.8	1.9025
1.7	1.29417
1.6	0.68583
1.5	0.0775
1.4	-0.43892
1.3	-0.91595
1.2	-1.39297
1.1	-1.87
1	-2.21324
0.9	-2.55649
0.8	-2.89973
0.7	-3.20171
0.6	-3.40743
0.5	-3.61314
0.4	-3.81886
0.3	-3.97375
0.2	-4.11594
0.1	-4.25813
0	-4.362
-0.1	-4.44033
-0.2	-4.51867
-0.3	-4.59778
-0.4	-4.67741
-0.5	-4.75704
-0.6	-4.86813
-0.7	-4.98271
-0.8	-5.10071
-0.9	-5.22214
-1	-5.33944
-1.1	-5.45056
-1.2	-5.56559
-1.3	-5.68324
-1.4	-5.785
-1.5	-5.88214
-1.6	-5.975
-1.7	-6.04833
-1.8	-6.115
-1.9	-6.175
-2	-6.23833
-2.1	-6.29969
-2.2	-6.35906
-2.3	-6.41
-2.4	-6.46208
-2.4	-6.455
-2.3	-6.31375
-2.2	-6.15125
-2.1	-5.98859
-2	-5.82453
-1.9	-5.66047
-1.8	-5.49641
-1.7	-5.34114
-1.6	-5.18686
-1.5	-5.03257
-1.4	-4.89211
-1.3	-4.77237
-1.2	-4.65263
-1.1	-4.53289
-1	-4.42417
-0.9	-4.32278
-0.8	-4.22139
-0.7	-4.12
-0.6	-4.07
-0.5	-4.02
-0.4	-3.97
-0.3	-3.92
-0.2	-3.87
-0.1	-3.82
0	-3.77
0	-3.86958
0.1	-3.71542
0.2	-3.56125
0.3	-3.40708
0.4	-3.25292
0.5	-3.0775
0.6	-2.8525
0.7	-2.62026
0.8	-2.32289
0.9	-2.01912
1	-1.68971
1.1	-1.35312
1.2	-1.00937
1.3	-0.675
1.4	-0.33875
1.5	0.00187
1.6	0.38733
1.7	0.77844
1.8	1.15656
1.9	1.56647
2	1.99
2.1	2.44556
2.2	2.9
2.3	3.35
2.4	3.86107
2.4	5.1775
2.3	4.69891
2.2	4.20326
2.1	3.653
2	3.06633
1.9	2.47967
1.8	1.88059
1.7	1.27324
1.6	0.66588
1.5	0.08139
1.4	-0.41167
1.3	-0.90472
1.2	-1.39778
1.1	-1.82386
1	-2.20529
0.9	-2.58671
0.8	-2.95171
0.7	-3.16886
0.6	-3.386
0.5	-3.60314
0.4	-3.78375
0.3	-3.94
0.2	-4.09625
0.1	-4.224
0	-4.309
-0.1	-4.394
-0.2	-4.47315
-0.3	-4.54352
-0.4	-4.61389
-0.5	-4.70792
-0.6	-4.81208
-0.7	-4.92182
-0.8	-5.04455
-0.9	-5.16579
-1	-5.27368
-1.1	-5.38278
-1.2	-5.49667
-1.3	-5.60625
-1.4	-5.70938
-1.5	-5.81286
-1.6	-5.90833
-1.7	-5.99167
-1.8	-6.06
-1.9	-6.125
-2	-6.1875
-2.1	-6.2525
-2.2	-6.31667
-2.3	-6.375
-2.4	-6.44385
-2.4	-6.53
-2.3	-6.38435
-2.2	-6.2387
-2.1	-6.07483
-2	-5.90317
-1.9	-5.7315
-1.8	-5.567
-1.7	-5.40557
-1.6	-5.24414
-1.5	-5.08851
-1.4	-4.95608
-1.3	-4.82365
-1.2	-4.69122
-1.1	-4.56892
-1	-4.45676
-0.9	-4.34459
-0.8	-4.23243
-0.7	-4.15971
-0.6	-4.09686
-0.5	-4.034
-0.4	-3.97687
-0.3	-3.93312
-0.2	-3.88937
-0.1	-3.84562
0	-3.80187
0	-3.8478
0.1	-3.7138
0.2	-3.5798
0.3	-3.4458
0.4	-3.3118
0.5	-3.11773
0.6	-2.90864
0.7	-2.6645
0.8	-2.397
0.9	-2.10333
1	-1.79222
1.1	-1.4525
1.2	-1.10767
1.3	-0.771
1.4	-0.418
1.5	-0.05333
1.6	0.33
1.7	0.70094
1.8	1.07059
1.9	1.47647
2	1.89556
2.1	2.33444
2.2	2.77526
2.3	3.21737
2.4	3.76125
2.4	5.14143
2.3	4.67952
2.2	4.1925
2.1	3.605
2	3.0175
1.9	2.42676
1.8	1.83118
1.7	1.23559
1.6	0.64
1.5	0.11
1.4	-0.42
1.3	-0.95
1.2	-1.41847
1.1	-1.82542
1	-2.23236
0.9	-2.63931
0.8	-2.90114
0.7	-3.14686
0.6	-3.39257
0.5	-3.60788
0.4	-3.77758
0.3	-3.94727
0.2	-4.10935
0.1	-4.2029
0	-4.29645
-0.1	-4.39
-0.2	-4.45667
-0.3	-4.52333
-0.4	-4.5988
-0.5	-4.6948
-0.6	-4.7908
-0.7	-4.90818
-0.8	-5.03091
-0.9	-5.143
-1	-5.248
-1.1	-5.35833
-1.2	-5.47222
-1.3	-5.5825
-1.4	-5.69
-1.5	-5.79
-1.6	-5.88067
-1.7	-5.964
-1.8	-6.034
-1.9	-6.10633
-2	-6.17735
-2.1	-6.23912
-2.2	-6.30088
-2.3	-6.36265
-2.4	-6.43633
-2.4	-6.49167
-2.3	-6.35833
-2.2	-6.21431
-2.1	-6.04534
-2	-5.87638
-1.9	-5.71029
-1.8	-5.54853
-1.7	-5.38676
-1.6	-5.225
-1.5	-5.09122
-1.4	-4.95743
-1.3	-4.82365
-1.2	-4.69473
-1.1	-4.57716
-1	-4.45959
-0.9	-4.34203
-0.8	-4.25129
-0.7	-4.17843
-0.6	-4.10557
-0.5	-4.03591
-0.4	-3.995
-0.3	-3.95409
-0.2	-3.91318
-0.1	-3.87227
0	-3.83136
0	-3.84192
0.1	-3.72654
0.2	-3.61115
0.3	-3.49577
0.4	-3.35957
0.5	-3.17478
0.6	-2.99
0.7	-2.7375
0.8	-2.485
0.9	-2.18222
1	-1.86875
1.1	-1.5125
1.2	-1.168
1.3	-0.82867
1.4	-0.46533
1.5	-0.10438
1.6	0.255
1.7	0.63833
1.8	1.02853
1.9	1.42559
2	1.84278
2.1	2.265
2.2	2.71778
2.3	3.18389
2.4	3.70333
2.4	5.09263
2.3	4.68211
2.2	4.15259
2.1	3.59333
2	3.02891
1.9	2.41797
1.8	1.80703
1.7	1.19609
1.6	0.65875
1.5	0.12958
1.4	-0.39958
1.3	-0.90375
1.2	-1.34958
1.1	-1.79542
1	-2.24125
0.9	-2.571
0.8	-2.851
0.7	-3.131
0.6	-3.39176
0.5	-3.57559
0.4	-3.75941
0.3	-3.94324
0.2	-4.06903
0.1	-4.18032
0	-4.29161
-0.1	-4.3725
-0.2	-4.44036
-0.3	-4.50821
-0.4	-4.59288
-0.5	-4.67942
-0.6	-4.77457
-0.7	-4.88978
-0.8	-5.005
-0.9	-5.1175
-1	-5.23
-1.1	-5.33526
-1.2	-5.44156
-1.3	-5.55719
-1.4	-5.66667
-1.5	-5.77
-1.6	-5.85667
-1.7	-5.93667
-1.8	-6.01
-1.9	-6.08333
-2	-6.15594
-2.1	-6.22781
-2.2	-6.29059
-2.3	-6.35375
-2.4	-6.4225
-2.4	-6.51833
-2.3	-6.40167
-2.2	-6.24696
-2.1	-6.08804
-2	-5.92818
-1.9	-5.76
-1.8	-5.59182
-1.7	-5.42364
-1.6	-5.27865
-1.5	-5.13946
-1.4	-5.00027
-1.3	-4.8623
-1.2	-4.73527
-1.1	-4.60824
-1	-4.48122
-0.9	-4.37014
-0.8	-4.283
